,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,4.1927401885832944,5.12919214293629,5.5280917068012085,5.403745469191198,0.8315259662929303,0.7571819532857644,0.7109536177937453,0.7200936992768676,0.4118260808193086,0.38675685967657353,0.38108113951417905,0.3828459839346426,70.32181766055437,100.99925401824699,120.42485086471864,116.42597389522956,0.05876836539224014,0.05592357876546134,0.055747395387531484,0.055818734660274864,0.24242187482205507,0.23648166686967795,0.23610886342433543,0.23625988796296943,fullyfermented
1,5.948706221785827,8.077266320068714,7.786435529772812,7.268402409110432,0.8894846171799456,0.8031650740922525,0.8108237937093745,0.8344884753468254,0.41143509668402584,0.3843624969763379,0.38737710790419116,0.3919899956876325,147.6800162916967,262.6920559807146,252.90038492412552,220.8884551312941,0.085696383433543,0.08090649895577727,0.080920785409224,0.08105026865794203,0.29273944632307924,0.2844406773929799,0.2844657895234926,0.28469328874763106,fullyfermented
2,9.317512651085439,11.466744315895122,11.312960631932956,10.991000164758388,0.8574455963941308,0.7882112050948553,0.7898796200703257,0.8039653339591915,0.2640545513018105,0.24233346376837062,0.24266198418232893,0.24364386179751904,256.23169005753556,378.33325934542313,375.59532344572636,350.19054799917507,0.022703985609725183,0.020872722518257635,0.02062967679275124,0.020834229860512733,0.15067841786309405,0.14447395100244761,0.14363034774291691,0.1443406729252456,fullyfermented
3,8.290861183923612,10.632436934794251,10.666046409807743,10.19012008933614,0.8618800595845426,0.7883817296042518,0.7860224522433381,0.802482434429443,0.3169467546709272,0.28838663783280105,0.287084917271255,0.29168426521025625,225.21173274356917,344.3002965621164,348.1718111500419,321.35862501377215,0.038818322962831005,0.03525363481942872,0.034662227832567956,0.035297167191797964,0.197023660921299,0.18775951325945836,0.18617794668694773,0.1878754033709521,fullyfermented
4,5.968522462502363,8.199142807456012,8.591809416959359,8.127029711128179,0.8941920239918516,0.8012305292261225,0.7835671394685416,0.8098469095601826,0.34539224676984265,0.312126965339174,0.30620299292469955,0.31057498120703286,134.49706931703648,251.1385123384976,273.16535546193063,240.2520068282964,0.040276160988852575,0.036536600782076586,0.03583668880343909,0.03645404057736297,0.20068921492908526,0.19114549636880432,0.18930580763262148,0.19092941255176735,fullyfermented
5,5.791068243046959,7.571058195732313,7.897105772037907,7.532427323986299,0.8854229104502506,0.8005630458635351,0.7850875989119591,0.8058714280300193,0.41066521232425446,0.385190363659934,0.38053549842642714,0.38435259793232346,129.11902258993325,224.35667310442028,242.04144319178616,218.3850066818396,0.08457862958456894,0.07941770580996158,0.07863399461978647,0.07937533488724792,0.29082405262386557,0.28181147210495455,0.2804175362201631,0.281736286067748,fullyfermented
6,5.157248889617412,6.7568854574758985,7.359137842966113,7.093844963937972,0.8984324396690477,0.8226587338078528,0.7908083455128956,0.807828691143408,0.48990568836808496,0.4696872773544623,0.4649675655810064,0.46652194848265405,127.65735355687679,223.1325856735369,263.33146800206447,241.7918962582422,0.14528010830726823,0.1394879022415654,0.13901696821910559,0.1393869413391393,0.3811562780635631,0.37348079233283926,0.37284979310589084,0.3733456057584437,fullyfermented
7,9.942799348333725,13.294566689856808,13.857600882954591,13.295358437376231,0.8776981680341023,0.8058116126834987,0.7890128153253126,0.801353445557062,0.3327714998638078,0.3036989866407317,0.2989035052772026,0.303669707277306,347.13120949835263,548.7937474829755,595.6832630983947,561.3929264453752,0.056433894676030695,0.052409893826603805,0.05159053804915354,0.05198002075139231,0.2375581921888418,0.2289320725162899,0.2271355059191617,0.22799127341061173,fullyfermented
8,7.53714094582859,9.42008841943584,9.937203553707668,9.919690257388327,0.8798956210701532,0.8150809289154445,0.7959801358172421,0.8041055232391745,0.33672718621602094,0.312231374646178,0.30814945832912466,0.3066938305765349,222.4404602628703,341.44072877390937,377.14072533569157,361.7060831838935,0.04318897328550623,0.039867108434510905,0.03983751907755442,0.03984046978247376,0.20781956906294033,0.19966749468681902,0.19959338435317545,0.19960077600669232,fullyfermented
9,4.827717707878753,6.216256910630009,6.593070453882688,6.51009134844365,0.8907174067195787,0.822919141116024,0.7985640278855187,0.8056778566187427,0.5148113757767149,0.4920761270260621,0.48989497998886194,0.48997105728284834,133.2209798674957,216.12211218106236,245.82029881788682,237.1646056823361,0.1678741346327521,0.16244945972902608,0.1625736893345001,0.16204258095248575,0.4097244618432638,0.40305019504898654,0.40320427742584786,0.4025451290880139,fullyfermented
10,6.081592671472891,8.004711584228835,8.614296008465308,8.226542763520868,0.8974176118471244,0.8232151708515872,0.7986278075385875,0.8172559826783574,0.4604399768944787,0.43843932173731365,0.4326930252652421,0.43437538106607454,167.4146029015736,288.696708069474,328.80993687976775,298.4283010837931,0.12865572085619728,0.1229100928306346,0.12184931844000454,0.12268884631926352,0.358686103516985,0.35058535741048086,0.3490692172621421,0.350269676562593,fullyfermented
11,7.239688000583139,9.327907040604929,10.111621150759563,9.918266942483134,0.858398969038664,0.7651595603019443,0.729840661008193,0.7431775730883895,0.313059031651007,0.2827303645341568,0.27300488971129355,0.2750164131570561,163.86151157712123,269.96495716330276,310.601655994618,295.2347371215642,0.03444964319716969,0.03107611748398578,0.030302729695084116,0.030864346236913878,0.18560615075252676,0.17628419521892988,0.17407679252296704,0.1756825154559038,fullyfermented
12,6.684874217271727,8.62451259473677,9.133318739054893,8.977206366933283,0.9063511647845333,0.8558732146326135,0.8400957991803398,0.8455176025325475,0.4296581001699107,0.40452735340253687,0.40133423782272953,0.4026257115602282,180.73283002040492,277.89237496801627,309.0617292396534,297.8591398785029,0.11031648640402186,0.10517386884302982,0.10468760257204261,0.10515909315856199,0.332139257547225,0.32430520939853835,0.32355463614672964,0.3242824280755311,fullyfermented
13,6.656623161497642,9.07183163695118,9.557045388208476,9.064998810092025,0.9144020801547781,0.8413585094891165,0.8257901995489927,0.8460505390846955,0.41503376505255607,0.3892068297901311,0.383424984386648,0.38688672207092956,175.47614496870634,324.620114505972,356.278431479878,315.01904999456355,0.09853284689934082,0.09305479937263716,0.09226112104773274,0.09318319542773694,0.3138994216295099,0.305048847518946,0.3037451580646723,0.3052592266054164,fullyfermented
14,6.401314711665043,8.590769505365143,9.233905246643918,8.995178577968003,0.9144532702432572,0.8516916421009605,0.8270525280148672,0.8343432184272028,0.39338208550385434,0.36210556872372396,0.3565142734945732,0.36103132730725335,154.69582559707132,267.6464115073834,311.80689032401443,298.9544470582224,0.07330516995801663,0.06840752122981919,0.0676419496508632,0.06852600360163562,0.2707492750830861,0.2615483152876715,0.26008065989393214,0.26177471917974743,fullyfermented
15,6.845390545362277,9.081307436020932,9.794663054582989,9.5391022589991,0.8567016440463721,0.753497386301141,0.7146441817120534,0.732188414857166,0.3359091019930536,0.3084613817025438,0.30386470863226267,0.30364450241484614,163.9211104740174,280.77898345114795,325.37816513428044,305.050983048412,0.04229993637737771,0.03860292217271152,0.03816673364164788,0.03844020307035648,0.2056694833400855,0.19647626363688697,0.19536308157287005,0.19606173280463599,fullyfermented
16,7.189688910733183,9.764482572403,10.337282910099795,9.976556493246745,0.9091793127844885,0.8369851445269032,0.8170150150001281,0.83096964730149,0.34228885389209895,0.3118281418499629,0.30706787690604226,0.3087919882690037,183.94666065969415,328.8437030901593,369.0398195782419,340.9785381503947,0.051261266600966804,0.047072986700292,0.04642973839470043,0.04709504763556803,0.2264095108447673,0.21696309985869025,0.21547560974435234,0.21701393419678847,fullyfermented
17,7.599866207951533,9.141878409550186,9.483399007589618,9.688765423060385,0.8718465963385277,0.8228222774112323,0.8087839648755935,0.8069561866824068,0.3663341592210954,0.34444711201316264,0.34330416785420165,0.3386626251786284,213.0666821392323,293.42951616451643,316.9440355006037,319.7058406253988,0.06651104010985491,0.06319454099214333,0.06374185213198828,0.06309432614161095,0.257897344131061,0.25138524418140246,0.2524714877604762,0.25118583985091786,fullyfermented
18,5.773151940440365,7.703923040312108,8.179117410975595,7.736782850658808,0.8721546227367867,0.7740967417230834,0.7539206203856745,0.7806787876692534,0.40863567879769214,0.38054807269900837,0.37431199475997057,0.37873124429490546,146.65352182541065,258.811614432745,282.34718421631294,251.270731885969,0.07676000122151115,0.07190349594258541,0.07138891122518755,0.07179959247395613,0.2770559532323952,0.2681482723095292,0.26718703416368755,0.26795445970156223,fullyfermented
19,6.276037115917277,7.795907626406472,7.935591341944516,7.814630395783675,0.8690826394224338,0.8174798441933168,0.8096812905332632,0.8142326150686924,0.371653524071363,0.34772787931808696,0.3475119356647971,0.34776899159833313,161.83311262197324,224.75676417827302,234.6661353437123,228.7554278182943,0.05855341526786179,0.05582373058406177,0.056673267859121336,0.05574125946122591,0.24197812973048163,0.2362704606675616,0.23806147915847564,0.23609586921677794,fullyfermented
20,11.665042048930454,13.084790209791949,13.633756567426058,14.16459195255178,0.8272342328890746,0.782162871090006,0.7588522250527904,0.743331364972533,0.1951032208205187,0.17961755519943848,0.17607858539947208,0.17427026533854714,360.43472404253987,450.4367105408292,498.1364200233712,530.731268077543,0.007632639308451751,0.006487126068102947,0.0061919668414938435,0.00632843423635765,0.08736497758513849,0.08054269717425006,0.07868905159864263,0.07955145653196835,fullyfermented
21,5.908639143731558,8.004221890676494,8.618391528022023,8.297919031232505,0.9174131878783538,0.8482012334155045,0.8235701330255749,0.8395521880748114,0.42625641782815554,0.3962521061298063,0.39142216305523875,0.39426547822463665,149.83116717636548,274.7223277377691,319.36885215998507,290.3751945045174,0.10073610520767684,0.09543225761800972,0.09495907730668242,0.09552141053883789,0.3173895165371359,0.3089211187633661,0.3081543076231167,0.3090653823041945,fullyfermented
