,b_kurtosis,b_skew,b_tvar,b_tmean,g_kurtosis,g_skew,g_tvar,g_tmean,r_kurtosis,r_skew,r_tvar,r_tmean,l_kurtosis,l_skew,l_tvar,l_tmean,a_kurtosis,a_skew,a_tvar,a_tmean,b_kurtosis,b_skew,b_tvar,b_tmean,h_kurtosis,v_skew,h_tvar,h_tmean,s_kurtosis,v_skew,s_tvar,s_tmean,v_kurtosis,v_skew,v_tvar,v_tmean,label
0,0.5827248916131347,0.4496799021986185,375.0472876009321,25.48202921345042,-0.7647361741012659,0.004200231907423004,1388.164960899127,51.14320561550672,1.6915584361221283,-0.20871593465843166,438.1888358852861,33.45548808015495,-0.7353751900655725,-0.0655299226232272,1325.1617519849747,51.261122518822724,-1.0439622216399607,0.3911976095932599,39.885618300817896,118.61854311386838,-0.5271395831174344,-0.5942948275000346,3712.277287822079,98.46273319061558,-0.21961601282588328,0.3133434593498546,955.9574093946899,40.49791748583745,-0.8186223184370349,-0.10528124123600657,99.3256181116563,141.9319542138145,-0.728923692085524,-0.061702833074367545,1323.3999496069407,51.311568875879246,fullyfermented
1,0.6441951843449032,0.7920479926164639,487.83323748823403,24.02611361805694,-0.8095820344734013,0.31656819681418596,1984.096083276327,51.644742198394205,1.35646308740501,0.15770363924130681,467.3237530287491,28.693097863273774,-0.7968900365417673,0.2735102460523311,1894.735742558578,51.381241501164936,-1.346494639224328,0.20412572694548048,44.33942589913635,119.42465160189508,-1.1732402889227607,-0.32763467889390363,4818.339898380001,94.40033085910773,-0.216891145671938,0.6158379860429731,1503.1886217903855,42.46793178412742,-0.8249308137434945,0.23612635146028718,154.68412605943232,142.71376356565648,-0.7766736786085451,0.2838292911629714,1902.2912840452477,51.49180214278909,fullyfermented
2,3.515607130226549,1.1898666683553598,231.5331457180364,18.13431814612917,0.46221022360175557,0.7145523925835835,1368.9891251011359,43.75131794423133,2.1729589581473183,0.12906912979746435,437.2588190395264,31.45569464073401,0.4927073100790196,0.6319942387872054,1293.1145629541816,44.300569800569804,-0.9568946371358127,0.12502785570151453,33.16347233841212,119.97450478946541,-0.8248189786009856,-0.6525079732997668,4904.036564346903,111.699340467057,1.477027778579627,1.0495235600487838,1078.3842538043828,36.550250128990285,-0.5705677768494128,0.4447628417147334,144.23275632014398,142.44261614734054,0.5022613361899269,0.6401046498144386,1298.4820270116702,44.43857819054669,fullyfermented
3,-0.4907666866560434,0.5336346839655344,778.1118943818525,33.31479013990673,-1.2944240898792916,-0.01750505072608685,2703.6109418219758,68.78024967481996,3.1181386131945574,0.26920277092202294,387.19364127829147,29.895149265568985,-1.246809692031662,-0.05021098307487632,2513.0391811768395,67.64843279083786,-1.0068376863560065,0.09546151751234375,42.85249284007804,118.93803337457568,-0.6840483235417945,-0.5692496947082165,4076.404639336416,102.32756733606168,-1.1423188873158006,0.22996034037368723,2315.5856189301808,59.722312109387396,-1.140851604546946,-0.16477852076499713,174.9037488024542,146.3722518321119,-1.2338527600535059,-0.02876994905490395,2573.235372894025,68.25644015101044,fullyfermented
4,1.0605242391596041,0.7662713348601278,371.3691801016697,23.948132780082986,-0.8542499389721621,0.2011718394883823,1820.28673856292,56.16429469968645,2.527150668551526,0.08475158773922425,439.27353822286875,33.504262030378705,-0.804743012745516,0.12845618191535443,1711.9781753518096,56.3040686430972,-0.9676870288164232,0.473582972989211,43.25425973956267,117.85203995418787,-0.571730433528606,-0.7222189850849068,4596.4479317346795,114.72285537259908,-0.3452316398634445,0.5689580076134185,1430.9366829251517,45.58324102063423,-0.8711839978650562,0.1284554412009023,166.87075381838707,145.30412496948986,-0.7829460008971978,0.14564733411751798,1725.24339418527,56.50291958468673,fullyfermented
5,1.5992758860556844,0.9728472331632054,452.33636508205643,24.54183034772387,-0.7614229938057653,0.26320884749483864,1769.7600535367426,52.805371082957414,2.9227654129018195,0.18491550377189692,417.258566711825,30.926456552098298,-0.6758768409066067,0.22158858365904927,1663.090347545551,52.63443280118152,-0.9223981239435584,0.09315557125034611,38.36434721119779,119.4421548632112,-0.7582711610069683,-0.527050523069633,4395.7049373506,103.85295329187305,-0.3857272508832965,0.4793333272051959,1344.8241426516608,44.18710377462751,-0.9776545031626944,0.0724724039325638,137.6146170045693,143.28069082615815,-0.6716012197289776,0.22799541310584354,1669.8771533069078,52.79065234645796,fullyfermented
6,2.2296722057575007,1.0021159732903764,466.271135603853,26.970477313435524,-0.5944893801264306,0.1779785214295648,1809.991334329948,58.273057848264195,2.523866268314406,-0.12790683600064326,443.4354151381512,35.868939073455685,-0.5197275143703481,0.13241619252313633,1749.1645900486214,58.82770632127524,-0.8696376916616693,0.4998156644667682,52.96690551572867,116.41366864384659,-0.2594506484735253,-0.7817900380233291,3992.1172785165572,111.60494504999954,0.05440065275093975,0.5529082567358807,1247.8871470666027,44.845617951233564,-0.9064461195034559,-0.15481212426865865,132.30704967741625,144.75853502668744,-0.5161389028222958,0.13549134789259126,1744.473018543607,58.88125219394965,fullyfermented
7,2.3145652140337667,1.046453305788544,367.71740715358607,23.133176643550087,-0.13277459741943876,0.5170333355745674,1556.769949283711,49.45877220980955,2.567951558646092,-0.006693972714546762,417.60844076463235,33.078093414193,-0.052810928799966295,0.45987148369965214,1473.572008438148,49.836607376026464,-0.7561418640234199,0.06892254000901947,38.052935197810235,119.15309172155645,-0.4496974006893648,-0.693455016734966,4023.034981672347,107.02161738676261,0.6128587363643319,0.8228859367034974,1163.6927247945732,40.52150615636093,-0.3370784498944688,0.3168158254048863,123.1246506215795,142.55439166642486,-0.046642626275202215,0.46590661425652014,1476.9867366643305,49.95965721691863,fullyfermented
8,1.1213253677585584,0.8795103664453194,410.64887642654816,25.219946121282092,-0.809750612679538,0.254043685315217,1956.702259473975,59.13221177634834,3.4586289118969455,0.13660817223682825,395.2697913894298,33.94693496069053,-0.7093710178920851,0.2018714318221629,1823.5635808463107,59.16203199736104,-0.8142687552025074,0.44601100119887643,39.196293742846485,117.934158007587,-0.2310167854351426,-0.8174402165993723,4265.59274290961,118.9480345263621,-0.45635279950170116,0.5584168824988965,1593.7104195597005,49.13778657430315,-0.9069838558005054,0.09296477711868344,172.11745898169303,146.1913464181648,-0.7076334367856112,0.21156302822499462,1836.3215242216966,59.39621749408983,fullyfermented
9,1.6942232747148847,0.7982668070360566,316.87504275478057,22.968000081762806,-0.3657131192516685,0.3084512379121499,1330.005648693636,49.00864641674502,2.4741480717925493,-0.12552987843280972,426.26712856257967,34.79401905073382,-0.31448402584807766,0.22975889643857866,1264.9180299309364,49.52601079269041,-0.5024419517614,0.16386554261145644,38.22799942714141,118.63544008830382,-0.3778205614328143,-0.5949614369575338,4047.4785867746964,108.25868729814808,0.2983713918241575,0.6170711451503641,942.1128734918776,39.08714893095131,-0.4676830108365846,0.28494210105241713,114.88315572296922,142.4068823842034,-0.3066733739069316,0.2365685948091865,1264.8492910449477,49.60358325497731,fullyfermented
